activityTags,actors,business,categoryid,categoryname,cityid,cityname,couponTags,description,id,imgurl,isAtmospheric,iseticket,isgeneralagent,issuperticket,isxuanzuo,name,nameNoHtml,price,price_str,pricehigh,privilegeTags,projectid,promotionTags,showstatus,showtag,showtime,sitestatus,subcategoryid,subcategoryname,subhead,venue,venuecity,venueid,verticalPic
[],,0,0,儿童亲子,852,北京,[],,1_1_646145959406,-2128474998,FALSE,0,0,0,0,第十届中国儿童戏剧节 精品原创儿童剧《荡起双桨》,第十届中国儿童戏剧节 精品原创儿童剧《荡起双桨》,50,50-1040,1040,[],6.46146E+11,[],售票中,,2021.07.24-07.25,3,0,,,中国儿童剧场,北京,58,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01SiBg7d2GdSK2KMzfC_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_643607280043,2141105504,FALSE,0,1,0,1,北京童艺荣誉出品—大型童话剧《拇指姑娘》,北京童艺荣誉出品—大型童话剧《拇指姑娘》,50,50-360,360,[],6.43607E+11,[],售票中,,2021.07.17 周六 10:30,3,0,,,红剧场,北京,126,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01hCAbpf2GdSJpgOm7g_!!2251059038.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_607281149998,1777844203,FALSE,0,1,0,0,「开展营业中」北京独角兽星空艺术馆,「开展营业中」北京独角兽星空艺术馆,45,45-49.9,49.9,[],6.07281E+11,[],售票中,,2019.11.08-2021.08.31,3,38,展会,,王府井大街银泰in88二层南侧,北京,2469003,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01hYTGWm2GdSDFJUeJz_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_630734816693,2012380870,FALSE,0,1,0,0,【天文启蒙】黑洞、陨石、观星、观月全接触！去天文小博物馆“遨游宇宙”,【天文启蒙】黑洞、陨石、观星、观月全接触！去天文小博物馆“遨游宇宙”,498,498,498,[],6.30735E+11,[],售票中,,2021.07.17-07.25,3,39,特色体验,,中国科学院中科海外人才创业园,北京,2816004,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01tWyUqD2GdSHHmVM8G_!!2-item_pic.png
[],,0,0,儿童亲子,852,北京,[],,1_1_639021092205,2095243626,FALSE,0,1,0,0,东方启明星少儿篮球培训课,东方启明星少儿篮球培训课,19.9,19.9,19.9,[],6.39021E+11,[],售票中,,2021.03.09-12.31,3,0,,,大麦网北京站,北京,60934,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01j5NfQU2GdSJ3zmPPE_!!2251059038.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_646945247551,-2120482117,FALSE,0,1,0,0,【亲子游学】我在皇宫当学霸,【亲子游学】我在皇宫当学霸,158,158-328,328,[],6.46945E+11,[],售票中,,2021.07.03-09.26,3,39,特色体验,,故宫博物院,北京,1489016,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01LOkjro2GdSKFzjyRe_!!0-item_pic.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_643915646775,2144189171,FALSE,0,0,0,0,2021年7月24日 晚场 国家京剧院一团优秀青年演员演出#京剧《大英杰烈》,2021年7月24日 晚场 国家京剧院一团优秀青年演员演出#京剧《大英杰烈》,50,50-500,500,[],6.43916E+11,[],售票中,,2021.07.24 周六 19:30,3,31,戏曲,,梅兰芳大剧院,北京,1546022,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN012MeVEH2GdSJqIQlPB_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_646218897716,-2127745615,FALSE,0,1,0,0,【亲子爆款】企鹅铲屎官,【亲子爆款】企鹅铲屎官,118,118-276,276,[],6.46219E+11,[],售票中,,2021.07.03-09.26,3,39,特色体验,,太平洋海底世界,北京,1071,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01Mo97pA2GdSK9yynZs_!!2-item_pic.png
[],,0,0,儿童亲子,852,北京,[],,1_1_608447578040,1789508484,FALSE,0,1,0,0,【亲子探秘传统皮影艺术】看皮影、DIY专属皮影、感受传统艺术！,【亲子探秘传统皮影艺术】看皮影、DIY专属皮影、感受传统艺术！,228,228-288,288,[],6.08448E+11,[],售票中,,2021.07.04-07.25,3,0,,,什刹海皮影文化主题酒店,北京,1225003,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01oux1nx2GdSDSHegVg_!!2-item_pic.png
[],,0,6,体育,852,北京,[],,1_1_635769172179,2062724425,FALSE,0,0,0,0,万国体育（北京海淀综合运动中心）,万国体育（北京海淀综合运动中心）,9.9,9.9-300,300,[],6.35769E+11,[],售票中,,2021.01.13-12.10,3,207,其他,,北京海淀综合运动中心,北京,2848025,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01uIPIhX2GdSINmXAgz_!!0-item_pic.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_604638619966,1751418903,FALSE,0,1,0,0,【亲子】探秘疯狂动物世界，学做昆虫标本,【亲子】探秘疯狂动物世界，学做昆虫标本,298,298,298,[],6.04639E+11,[],售票中,,2021.07.10-07.25,3,0,,,中科学趣教室,北京,823021,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01nAp4Vd2GdSCnreC7R_!!0-item_pic.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_627319105095,1978223754,FALSE,0,1,0,1,北京曲艺团“京味儿”相声专场演出,北京曲艺团“京味儿”相声专场演出,60,60-378,378,[],6.27319E+11,[],售票中,,2021.07.04-12.12,3,32,其他,,青蓝剧场,北京,53734,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN016B8YYh2GdSI5RjcZA_!!2251059038.png
[],,0,0,儿童亲子,852,北京,[],,1_1_642826231594,2133295019,FALSE,0,1,0,1,北京童艺荣誉出品—大型童话剧《三只小猪》,北京童艺荣誉出品—大型童话剧《三只小猪》,50,50-360,360,[],6.42826E+11,[],售票中,,2021.08.14 周六,3,0,,,红剧场,北京,126,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01BVl5Jq2GdSJbuOOXN_!!2251059038.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_642745105977,2132483763,FALSE,0,1,0,0,【博物课】爱马思自然科学艺术教育课程,【博物课】爱马思自然科学艺术教育课程,298,298-518,518,[],6.42745E+11,[],售票中,,2021.07.03-09.05,3,39,特色体验,,IOMA爱马思艺术中心,北京,1539026,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01mQcBDh2GdSJm1oOXT_!!2251059038.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_607724255662,1782275260,FALSE,0,1,0,0,「开展营业中」奇思妙想减压博物馆,「开展营业中」奇思妙想减压博物馆,45,45-49.9,49.9,[],6.07724E+11,[],售票中,,2019.11.08-2021.08.31,3,38,展会,,王府井大街银泰in88二层南侧,北京,2469003,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN016cqcI62GdSDIhYPN6_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_599123907339,1696271777,FALSE,0,1,0,0,【中高考后减压季】北京奇葩减压馆·保龄球·射箭·分娩体验·蹦床·星空水床一站畅玩,【中高考后减压季】北京奇葩减压馆·保龄球·射箭·分娩体验·蹦床·星空水床一站畅玩,88,88-188,188,[],5.99124E+11,[],售票中,,2020.07.21-2021.12.31,3,38,展会,,国瑞购物中心LG层,北京,2052007,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01P2lSF62GdSJhVOjog_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_607880002939,1783832733,FALSE,0,1,0,0,【亲子】小小奶牛饲养员！亲子探秘奶牛场、喂奶牛、挤牛奶！,【亲子】小小奶牛饲养员！亲子探秘奶牛场、喂奶牛、挤牛奶！,88,88,88,[],6.0788E+11,[],售票中,,2021.07.17-07.24,3,0,,,中国农机院农机试验站,北京,1553009,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01XmRNSA2GdSDOzP8K2_!!2-item_pic.png
[],,0,7,展览休闲,852,北京,[],,1_1_645841936413,-2131515228,FALSE,0,1,0,0,【亲子游学】北京天文馆亲子寻星记,【亲子游学】北京天文馆亲子寻星记,100,100-298,298,[],6.45842E+11,[],售票中,,2021.07.03-09.26,3,39,特色体验,,北京天文馆,北京,57380,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01lqr0kT2GdSKDYnd9j_!!0-item_pic.jpg
[],,0,2,音乐会,852,北京,[],,1_1_644688533072,-2143049262,FALSE,0,1,0,1,亲子主题视听音乐会《圣诞八音盒》,亲子主题视听音乐会《圣诞八音盒》,80,80-912,912,[],6.44689E+11,[],售票中,,2021.12.11 周六,3,18,其他,,保利国际影城(天安门店)8号厅,北京,2909001,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01PSwbkP2GdSK4iivFI_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_606873169104,1773764395,FALSE,0,1,0,0,【编程少年】99元抢瓦力工厂少儿编程3节课，13家校区可选！,【编程少年】99元抢瓦力工厂少儿编程3节课，13家校区可选！,99,99,99,[],6.06873E+11,[],售票中,,2021.05.21-09.30,3,39,特色体验,,北京国峰时代写字楼,北京,1674002,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01uazLDi2GdSDCkNPfD_!!0-item_pic.jpg
[],,0,2,音乐会,852,北京,[],,1_1_644179830155,2146831005,FALSE,0,1,0,1,亲子季节主题视听音乐会《秋之韵》,亲子季节主题视听音乐会《秋之韵》,80,80-912,912,[],6.4418E+11,[],售票中,,2021.10.23-11.20,3,18,其他,,保利国际影城(天安门店)8号厅,北京,2909001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01A5Wjyv2GdSJnyOJyV_!!2-item_pic.png
[],,0,0,儿童亲子,852,北京,[],,1_1_607944231967,1784475023,FALSE,0,1,0,0,【亲子】肯德基小厨师—探秘KFC后厨，DIY美味汉堡！,【亲子】肯德基小厨师—探秘KFC后厨，DIY美味汉堡！,68,68,68,[],6.07944E+11,[],售票中,,2021.07.04-07.25,3,0,,,肯德基(光彩路餐厅),北京,1390017,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01EWgj2o2GdSDAs84ok_!!2-item_pic.png
[],,0,7,展览休闲,852,北京,[],,1_1_618644841798,1891481121,FALSE,0,1,0,0,北京时代美术馆年卡会员,北京时代美术馆年卡会员,328,328,328,[],6.18645E+11,[],售票中,,2020.12.01-2021.12.31,3,38,展会,,北京时代美术馆,北京,92834,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01IXJQyf2GdSFB1UOCu_!!2251059038.jpg
[],,0,2,音乐会,852,北京,[],,1_1_645330562331,-2136628969,FALSE,0,0,0,0,魔法钢琴与肖邦短篇—动画大屏幕儿童音乐会,魔法钢琴与肖邦短篇—动画大屏幕儿童音乐会,40,40-100,100,[],6.45331E+11,[],售票中,,2021.08.29 周日 14:00,3,18,其他,,中山音乐堂,北京,106,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01B32Qot2GdSK0oMbCv_!!0-item_pic.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_647778971009,-2112144882,FALSE,0,1,0,1,新编原创卡通舞台剧《熊猫和小鼹鼠垃圾分类之环保小卫士》,新编原创卡通舞台剧《熊猫和小鼹鼠垃圾分类之环保小卫士》,100,100-680,680,[],6.47779E+11,[],售票中,,2021.07.25-07.30,3,0,,,中国木偶剧院-卡酷剧场,北京,819,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01KirQzb2GdSKO8K3Mw_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_608216857269,1787201276,FALSE,0,1,0,0,【故宫小皇上】趣味研学营之怪兽出没，探秘故宫里的大怪兽！,【故宫小皇上】趣味研学营之怪兽出没，探秘故宫里的大怪兽！,58,58-258,258,[],6.08217E+11,[],售票中,,2021.07.03-07.31,3,39,特色体验,,故宫博物院,北京,1489016,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01sjoz4V2GdSDQHp337_!!2-item_pic.png
[],,0,7,展览休闲,852,北京,[],,1_1_646945931406,-2120475278,FALSE,0,1,0,0,【海洋馆天赋探索营】小小讲解员PLUS版,【海洋馆天赋探索营】小小讲解员PLUS版,899,899,899,[],6.46946E+11,[],售票中,,2021.07.12-08.26,3,39,特色体验,,太平洋海底世界,北京,1071,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01TRnqA52GdSKFWF1az_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_639009110152,2095123805,FALSE,0,1,0,0,《1948》·破晓-神秘世界沉浸式剧场,《1948》·破晓-神秘世界沉浸式剧场,468,468,468,[],6.39009E+11,[],售票中,,2021.03.10-12.31,3,39,特色体验,,广渠家园7号楼B1,北京,2869003,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01G7Zdxb2GdSIqmRHT1_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_607281321476,1777845918,FALSE,0,1,0,0,「开展营业中」北京失恋博物馆,「开展营业中」北京失恋博物馆,45,45-49.9,49.9,[],6.07281E+11,[],售票中,,2019.11.08-2021.08.31,3,38,展会,,王府井大街银泰in88二层南侧,北京,2469003,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN013eqlB82GdSDEX3304_!!0-item_pic.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_645461921030,-2135315382,FALSE,0,0,0,0,第十届中国儿童戏剧节 音乐话剧《新大头儿子和小头爸爸之穿越平行世界》,第十届中国儿童戏剧节 音乐话剧《新大头儿子和小头爸爸之穿越平行世界》,50,50-1040,1040,[],6.45462E+11,[],售票中,,2021.08.14-08.15,3,0,,,中国儿童剧场,北京,58,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01sv1qet2GdSK7WCUuP_!!2251059038.jpg
[],,0,5,曲苑杂坛,852,北京,[],,1_1_610303441561,1808067119,FALSE,0,0,0,1,北京市惠民演出—星夜相声会馆,北京市惠民演出—星夜相声会馆,80,80-220,220,[],6.10303E+11,[],售票中,,2021.07.03-07.31,3,32,其他,,北京老舍茶馆,北京,1089,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01PrpdzX2GdSJRVuVsV_!!2251059038.png
[],,0,0,儿童亲子,852,北京,[],,1_1_643726940159,2142302105,FALSE,0,1,0,1,菊次郎的夏天—久石让轻音乐之旅钢琴音乐会,菊次郎的夏天—久石让轻音乐之旅钢琴音乐会,99,99-360,360,[],6.43727E+11,[],售票中,,2021.10.01 周五,3,0,,,大麦·超剧场,北京,60614,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN015Xifhb2GdSJquJZ5j_!!2251059038.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_646941467866,-2120519914,FALSE,0,1,0,0,【亲子游学】朕的颐和园—皇家生活体验系列,【亲子游学】朕的颐和园—皇家生活体验系列,100,100-328,328,[],6.46941E+11,[],售票中,,2021.07.03-09.26,3,39,特色体验,,颐和园,北京,2610006,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01bxJuLZ2GdSK83dylm_!!2-item_pic.png
[],,0,7,展览休闲,852,北京,[],,1_1_638572752628,2090760230,FALSE,0,1,0,0,动物博物馆探秘之《物种起源之旅》,动物博物馆探秘之《物种起源之旅》,100,100-298,298,[],6.38573E+11,[],售票中,,2021.07.03-07.31,3,39,特色体验,,国家动物博物馆,北京,1520020,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01hDrFAL2GdSIzml97L_!!0-item_pic.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_605673674531,1761769449,FALSE,0,1,0,0,【亲子】肯德基小厨师—探秘KFC后厨，DIY美味汉堡,【亲子】肯德基小厨师—探秘KFC后厨，DIY美味汉堡,68,68,68,[],6.05674E+11,[],售票中,,2021.07.04-07.25,3,0,,,肯德基(翠城永辉店),北京,2349005,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01imkMwL2GdSCsv2i1C_!!0-item_pic.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_645795510587,-2131979487,FALSE,0,0,0,0,中国儿童艺术剧院 肢体动漫剧《三个和尚》,中国儿童艺术剧院 肢体动漫剧《三个和尚》,100,100-150,150,[],6.45796E+11,[],售票中,,2021.08.14-08.15,3,0,,,中国儿童剧场-假日经典小剧场,北京,46,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01kkxeuP2GdSK6PNEUQ_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_622865944571,1933692149,FALSE,0,1,0,0,【8.8元团】抢原价168元户外马术课，体验纯正优雅的英式马术,【8.8元团】抢原价168元户外马术课，体验纯正优雅的英式马术,8.8,8.8,8.8,[],6.22866E+11,[],售票中,,2021.05.21-09.30,3,39,特色体验,,好骑士嘉豪马术俱乐部,北京,1947008,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01RZ4QVw2GdSFq84I89_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_642825787830,2133290582,FALSE,0,1,0,1,北京童艺荣誉出品—大型童话剧《木偶奇遇记》,北京童艺荣誉出品—大型童话剧《木偶奇遇记》,50,50-360,360,[],6.42826E+11,[],售票中,,2021.07.31 周六,3,0,,,红剧场,北京,126,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01d3CVHt2GdSJdAH6lq_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_645052884176,-2139405751,FALSE,0,0,0,0,第十届中国儿童戏剧节 音乐动画故事会《小雨姐姐的音乐动画故事会》,第十届中国儿童戏剧节 音乐动画故事会《小雨姐姐的音乐动画故事会》,100,100-150,150,[],6.45053E+11,[],售票中,,2021.08.01 周日 14:00,3,0,,,中国儿童剧场-假日经典小剧场,北京,46,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i1/2251059038/O1CN01jp3M392GdSK5OH2SI_!!2251059038.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_601688128454,1721913988,FALSE,0,1,0,0,【必胜客小厨师】带娃去必胜客亲手做Pizza，宝贝玩的超开心！,【必胜客小厨师】带娃去必胜客亲手做Pizza，宝贝玩的超开心！,198,198,198,[],6.01688E+11,[],售票中,,2021.07.10-07.31,3,39,特色体验,,必胜客(五棵松桥店),北京,2212002,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01H4xh1H2GdSCNbOnqu_!!0-item_pic.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_645797838321,-2131956209,FALSE,0,0,0,0,第十届中国儿童戏剧节 原创话剧《英雄·海力布》,第十届中国儿童戏剧节 原创话剧《英雄·海力布》,50,50-1040,1040,[],6.45798E+11,[],售票中,,2021.07.31-08.01,3,0,,,中国儿童剧场,北京,58,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01zx8iWR2GdSKC3loJK_!!2251059038.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_643720466794,2142237371,FALSE,0,1,0,0,密室逃脱VR-有家嗨店,密室逃脱VR-有家嗨店,68,68,68,[],6.4372E+11,[],售票中,,2021.04.29-12.31,3,39,特色体验,,有家嗨店VR-金源新燕莎店,北京,3150001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01OOpvaL2GdSJoJxryI_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_643223290717,2137265611,FALSE,0,1,0,0,带娃研学学知识-【北海篇】之五朝皇帝都爱的避暑之地,带娃研学学知识-【北海篇】之五朝皇帝都爱的避暑之地,58,58-258,258,[],6.43223E+11,[],售票中,,2021.07.17-07.23,3,39,特色体验,,北海公园,北京,3047001,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01WjFLNu2GdSJk8cW1Y_!!2251059038.png
[],,0,7,展览休闲,852,北京,[],,1_1_639641977835,2101452482,FALSE,0,1,0,0,探寻中国古建筑之美“解密600春秋天坛之谜”,探寻中国古建筑之美“解密600春秋天坛之谜”,100,100-298,298,[],6.39642E+11,[],售票中,,2021.07.03-07.25,3,39,特色体验,,天坛公园,北京,2602005,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01OcbeSb2GdSJ7s8LzN_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_642489970099,2129932404,FALSE,0,1,0,0,带娃研学学知识-【颐和园篇】之皇帝送给妈妈的礼物,带娃研学学知识-【颐和园篇】之皇帝送给妈妈的礼物,58,58-258,258,[],6.4249E+11,[],售票中,,2021.07.11-07.30,3,39,特色体验,,颐和园,北京,2610006,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01jmlkQc2GdSJQesXhh_!!2-item_pic.png
[],,0,0,儿童亲子,852,北京,[],,1_1_646145151670,-2128483076,FALSE,0,0,0,0,第十届中国儿童戏剧节 妙想儿童剧《抓马西湖》,第十届中国儿童戏剧节 妙想儿童剧《抓马西湖》,100,100-150,150,[],6.46145E+11,[],售票中,,2021.07.31 周六,3,0,,,中国儿童剧场-假日经典小剧场,北京,46,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01HtC3Sy2GdSJwBiVGw_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_608575009626,1790782800,FALSE,0,1,0,0,【仅49.9元】我是小小创造家！感受木工与科技的完美融合，童年不忘初心！,【仅49.9元】我是小小创造家！感受木工与科技的完美融合，童年不忘初心！,49.9,49.9,49.9,[],6.08575E+11,[],售票中,,2021.05.21-09.30,3,0,,,techplay钛客实验室(金源校区),北京,2519007,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01k2GtFp2GdSDWMnh6T_!!0-item_pic.jpg
[],,0,6,体育,852,北京,[],,1_1_643799514703,2143027851,FALSE,0,1,0,0,万国群星足球培训课（新生体验课）,万国群星足球培训课（新生体验课）,9.9,9.9,9.9,[],6.438E+11,[],售票中,,2021.04.30-12.31,3,33,球类运动,,大麦网北京站,北京,60934,https://img.alicdn.com/bao/uploaded/i1/2251059038/O1CN01cRqLGW2GdSJskRF5s_!!0-item_pic.jpg
[],,0,2,音乐会,852,北京,[],,1_1_644260662283,-2147327970,FALSE,0,1,0,1,不忘初心——经典名曲交响音乐会,不忘初心——经典名曲交响音乐会,100,100-580,580,[],6.44261E+11,[],售票中,,2021.09.10 周五 19:30,3,18,其他,,北京剧院,北京,198,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01nntkqB2GdSJonVX4f_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_645012960656,-2139804986,FALSE,0,0,0,0,第十届中国儿童戏剧节 木偶肢体剧《小兵张嘎·幻想曲》,第十届中国儿童戏剧节 木偶肢体剧《小兵张嘎·幻想曲》,100,100-150,150,[],6.45013E+11,[],售票中,,2021.07.24-07.25,3,0,,,中国儿童剧场-假日经典小剧场,北京,46,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i2/2251059038/O1CN01WolXwB2GdSK1wdLDK_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_645067152032,-2139263072,FALSE,0,0,0,0,第十届中国儿童戏剧节 大型原创木偶剧《红军的战马》,第十届中国儿童戏剧节 大型原创木偶剧《红军的战马》,100,100-150,150,[],6.45067E+11,[],售票中,,2021.08.07-08.08,3,0,,,中国儿童剧场-假日经典小剧场,北京,46,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i3/2251059038/O1CN01iwhVga2GdSK8rL9Te_!!2251059038.jpg
[],,0,2,音乐会,852,北京,[],,1_1_645329281901,-2136641773,FALSE,0,1,0,1,古典启蒙亲子音乐会《莫扎特印象》,古典启蒙亲子音乐会《莫扎特印象》,80,80-969,969,[],6.45329E+11,[],售票中,,2021.08.08 周日,3,18,其他,,世纪剧院-小剧场,北京,1316,https://img.alicdn.com/bao/uploaded/i4/2251059038/O1CN01E9Bwcx2GdSK7oX5qj_!!2-item_pic.png
[],,0,7,展览休闲,852,北京,[],,1_1_634167737749,2046710081,FALSE,0,1,0,0,单霁翔院长推荐［发现·北京中轴线］数字沉浸展,单霁翔院长推荐［发现·北京中轴线］数字沉浸展,80,80-210,210,[],6.34168E+11,[],售票中,,2021.02.14-08.22,3,38,展会,,RE睿·国际创忆馆,北京,2775007,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01NP1lwF2GdSHsvNeAW_!!2251059038.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_610537255317,1810405257,FALSE,0,1,0,0,【天坛亲子研学营】探寻中国古建筑之美，带你走进不一样的天坛！,【天坛亲子研学营】探寻中国古建筑之美，带你走进不一样的天坛！,58,58-258,258,[],6.10537E+11,[],售票中,,2021.07.03-07.29,3,0,,,天坛公园,北京,2602005,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01FG3pOA2GdSGQkI2XU_!!0-item_pic.jpg
[],,0,0,儿童亲子,852,北京,[],,1_1_606923829081,1774270994,FALSE,0,1,0,0,【儿童橄榄球】59元抢原价999元橄榄球3节正式课！外教教学！送橄榄球！,【儿童橄榄球】59元抢原价999元橄榄球3节正式课！外教教学！送橄榄球！,59,59,59,[],6.06924E+11,[],售票中,,2021.05.21-09.30,3,0,,,首都体育学院,北京,2448001,https://img.alicdn.com/bao/uploaded/i2/2251059038/O1CN01Ass3yk2GdSDBU0PjS_!!0-item_pic.jpg
[],,0,7,展览休闲,852,北京,[],,1_1_644669515275,-2143239440,FALSE,0,0,0,0,【北京INX戏精学院】实景游戏体验《冷宫·半柱香》宫廷秘史，凄婉恐怖,【北京INX戏精学院】实景游戏体验《冷宫·半柱香》宫廷秘史，凄婉恐怖,298,298,298,[],6.4467E+11,[],售票中,,2021.05.07-2022.05.07,3,39,特色体验,,INX戏精学院·沉浸式演剧场·宫,北京,2893025,https://img.alicdn.com/bao/uploaded/i3/2251059038/O1CN01NQ0WJe2GdSJx9QLXN_!!2-item_pic.png
[],,0,0,儿童亲子,852,北京,[],,1_1_643878902169,2143821725,FALSE,0,0,0,1,“指尖童话梦”——音乐教育家沈璐博士音乐会,“指尖童话梦”——音乐教育家沈璐博士音乐会,58,58-158,158,[],6.43879E+11,[],售票中,,2021.07.17 周六 19:30,3,0,,,国图艺术中心,北京,210,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01m4qIAZ2GdSKe65IVK_!!2251059038.png
[],,0,0,儿童亲子,852,北京,[],,1_1_612872488617,1833757590,FALSE,0,1,0,0,乐卓爱探奇乐园,乐卓爱探奇乐园,178,178-348,348,[],6.12872E+11,[],售票中,,2020.03.10-2021.12.31,3,0,,,乐卓爱探奇乐园,北京,92016,https://img.alicdn.com/bao/uploaded/https://img.alicdn.com/imgextra/i4/2251059038/O1CN01cpbeLt2GdSEAFHzF6_!!2251059038.jpg
